gene_id	gene_name	transcript_id	transcript_name	chrom_gtf	chrom_fasta	strand	tis_genomic_pos	window_start_1based	window_end_1based	bed_start_0based	bed_end	upstream	downstream	window_length
ENSG00000179817	MRGPRX4	ENST00000314254	MRGPRX4-201	11	11	+	18173257	18172757	18173756	18172756	18173756	500	500	1000
ENSG00000255071	SAA2-SAA4	ENST00000524555	SAA2-SAA4-201	11	11	-	18248011	18247512	18248511	18247511	18248511	500	500	1000
ENSG00000149133	OR5F1	ENST00000278409	OR5F1-201	11	11	-	55994625	55994126	55995125	55994125	55995125	500	500	1000
ENSG00000181761	OR8H3	ENST00000313472	OR8H3-201	11	11	+	56122373	56121873	56122872	56121872	56122872	500	500	1000
ENSG00000181752	OR8K5	ENST00000313447	OR8K5-201	11	11	-	56160317	56159818	56160817	56159817	56160817	500	500	1000
ENSG00000174957	OR5J2	ENST00000312298	OR5J2-201	11	11	+	56176618	56176118	56177117	56176117	56177117	500	500	1000
ENSG00000180475	OR10Q1	ENST00000316770	OR10Q1-201	11	11	-	58228875	58228376	58229375	58228375	58229375	500	500	1000
ENSG00000176200	OR4D11	ENST00000313253	OR4D11-201	11	11	+	59503576	59503076	59504075	59503075	59504075	500	500	1000
ENSG00000172199	OR8U1	ENST00000302270	OR8U1-201	11	11	+	56375624	56375124	56376123	56375123	56376123	500	500	1000
ENSG00000279961	OR8U3	ENST00000623286	OR8U3-201	11	11	-	56418232	56417733	56418732	56417732	56418732	500	500	1000
ENSG00000284732		ENST00000641310		11	11	-	56470497	56469998	56470997	56469997	56470997	500	500	1000
ENSG00000150269	OR5M9	ENST00000279791	OR5M9-201	11	11	-	56463401	56462902	56463901	56462901	56463901	500	500	1000
ENSG00000288675	PANO1	ENST00000678030	PANO1-201	11	11	+	797626	797126	798125	797125	798125	500	500	1000
ENSG00000198674	OR10G6	ENST00000307002	OR10G6-201	11	11	-	123995161	123994662	123995661	123994661	123995661	500	500	1000
ENSG00000236981	OR10G9	ENST00000375024	OR10G9-201	11	11	+	124023013	124022513	124023512	124022512	124023512	500	500	1000
ENSG00000256514		ENST00000543494		11	11	-	67373539	67373040	67374039	67373039	67374039	500	500	1000
ENSG00000213402	PTPRCAP	ENST00000326294	PTPRCAP-201	11	11	-	67437619	67437120	67438119	67437119	67438119	500	500	1000
ENSG00000175514	GPR152	ENST00000312457	GPR152-201	11	11	-	67452724	67452225	67453224	67452224	67453224	500	500	1000
ENSG00000205869	KRTAP5-1	ENST00000382171	KRTAP5-1-201	11	11	-	1585249	1584750	1585749	1584749	1585749	500	500	1000
ENSG00000205867	KRTAP5-2	ENST00000412090	KRTAP5-2-201	11	11	-	1598250	1597751	1598750	1597750	1598750	500	500	1000
ENSG00000196224	KRTAP5-3	ENST00000399685	KRTAP5-3-201	11	11	-	1608385	1607886	1608885	1607885	1608885	500	500	1000
ENSG00000205864	KRTAP5-6	ENST00000382160	KRTAP5-6-201	11	11	+	1697246	1696746	1697745	1696745	1697745	500	500	1000
ENSG00000250644		ENST00000636615		11	11	-	1763859	1763360	1764359	1763359	1764359	500	500	1000
ENSG00000256349		ENST00000419755		11	11	+	66509157	66508657	66509656	66508656	66509656	500	500	1000
ENSG00000180425	C11orf71	ENST00000623205	C11orf71-202	11	11	-	114400331	114399832	114400831	114399831	114400831	500	500	1000
ENSG00000166670	MMP10	ENST00000279441	MMP10-201	11	11	-	102780591	102780092	102781091	102780091	102781091	500	500	1000
ENSG00000134640	MTNR1B	ENST00000257068	MTNR1B-201	11	11	+	92969726	92969226	92970225	92969225	92970225	500	500	1000
ENSG00000236027	PATE3	ENST00000445202	PATE3-201	11	11	+	125788152	125787652	125788651	125787651	125788651	500	500	1000
ENSG00000182103	FAM181B	ENST00000329203	FAM181B-201	11	11	-	82733729	82733230	82734229	82733229	82734229	500	500	1000
ENSG00000188076	SCGB1C1	ENST00000342878	SCGB1C1-201	11	11	+	193100	192600	193599	192599	193599	500	500	1000
ENSG00000179071	CCDC89	ENST00000316398	CCDC89-201	11	11	-	85686130	85685631	85686630	85685630	85686630	500	500	1000
ENSG00000259112	NDUFC2-KCTD14	ENST00000530054	NDUFC2-KCTD14-202	11	11	-	78079744	78079245	78080244	78079244	78080244	500	500	1000
ENSG00000254550	OMP	ENST00000529803	OMP-201	11	11	+	77102840	77102340	77103339	77102339	77103339	500	500	1000
ENSG00000256591		ENST00000541135		11	11	+	61430147	61429647	61430646	61429646	61430646	500	500	1000
ENSG00000204950	LRRC10B	ENST00000378075	LRRC10B-201	11	11	+	61508999	61508499	61509498	61508498	61509498	500	500	1000
ENSG00000255432		ENST00000528405		11	11	-	62665169	62664670	62665669	62664669	62665669	500	500	1000
ENSG00000176495	OR5AN1	ENST00000641998	OR5AN1-203	11	11	+	59364459	59363959	59364958	59363958	59364958	500	500	1000
ENSG00000176798	OR51L1	ENST00000641819	OR51L1-202	11	11	+	4998983	4998483	4999482	4998482	4999482	500	500	1000
ENSG00000172487	OR8J1	ENST00000533152	OR8J1-202	11	11	+	56360247	56359747	56360746	56359746	56360746	500	500	1000
ENSG00000181518	OR8D4	ENST00000641687	OR8D4-202	11	11	+	123906432	123905932	123906931	123905931	123906931	500	500	1000
ENSG00000174982	OR4S2	ENST00000641692	OR4S2-201	11	11	+	55650904	55650404	55651403	55650403	55651403	500	500	1000
ENSG00000181903	OR4C6	ENST00000314259	OR4C6-201	11	11	+	55665167	55664667	55665666	55664666	55665666	500	500	1000
ENSG00000181767	OR8H2	ENST00000313503	OR8H2-201	11	11	+	56105043	56104543	56105542	56104542	56105542	500	500	1000
ENSG00000172742	OR4D9	ENST00000641962	OR4D9-202	11	11	+	59514913	59514413	59515412	59514412	59515412	500	500	1000
ENSG00000181009	OR52N5	ENST00000641181	OR52N5-202	11	11	-	5778634	5778135	5779134	5778134	5779134	500	500	1000
ENSG00000183389	OR56A4	ENST00000641156	OR56A4-202	11	11	-	6002992	6002493	6003492	6002492	6003492	500	500	1000
ENSG00000171944	OR52A5	ENST00000307388	OR52A5-201	11	11	-	5132642	5132143	5133142	5132142	5133142	500	500	1000
ENSG00000196341	OR8D1	ENST00000641015	OR8D1-202	11	11	-	124310766	124310267	124311266	124310266	124311266	500	500	1000
ENSG00000172769	OR5B3	ENST00000641865	OR5B3-201	11	11	-	58403409	58402910	58403909	58402909	58403909	500	500	1000
ENSG00000182070	OR52A1	ENST00000380367	OR52A1-201	11	11	-	5152369	5151870	5152869	5151869	5152869	500	500	1000
ENSG00000182634	OR10G7	ENST00000641585	OR10G7-201	11	11	-	124039001	124038502	124039501	124038501	124039501	500	500	1000
ENSG00000181001	OR52N1	ENST00000641645	OR52N1-201	11	11	-	5788816	5788317	5789316	5788316	5789316	500	500	1000
ENSG00000172365	OR5B2	ENST00000641342	OR5B2-202	11	11	-	58423261	58422762	58423761	58422761	58423761	500	500	1000
ENSG00000174937	OR5M3	ENST00000641993	OR5M3-201	11	11	-	56470497	56469998	56470997	56469997	56470997	500	500	1000
ENSG00000197125	OR8B8	ENST00000642064	OR8B8-202	11	11	-	124441085	124440586	124441585	124440585	124441585	500	500	1000
ENSG00000170782	OR10A4	ENST00000379829	OR10A4-201	11	11	+	6876648	6876148	6877147	6876147	6877147	500	500	1000
ENSG00000174914	OR9G1	ENST00000642097	OR9G1-201	11	11	+	56700388	56699888	56700887	56699887	56700887	500	500	1000
ENSG00000254466	OR4D10	ENST00000530162	OR4D10-201	11	11	+	59477430	59476930	59477929	59476929	59477929	500	500	1000
ENSG00000188162	OTOG	ENST00000399397	OTOG-203	11	11	+	17547373	17546873	17547872	17546872	17547872	500	500	1000
ENSG00000184478	OR56A3	ENST00000641160	OR56A3-202	11	11	+	5947347	5946847	5947846	5946846	5947846	500	500	1000
ENSG00000184698	OR51M1	ENST00000642046	OR51M1-203	11	11	+	5389399	5388899	5389898	5388898	5389898	500	500	1000
ENSG00000187918	OR51I2	ENST00000641930	OR51I2-201	11	11	+	5453489	5452989	5453988	5452988	5453988	500	500	1000
ENSG00000181963	OR52K2	ENST00000325719	OR52K2-201	11	11	+	4449340	4448840	4449839	4448839	4449839	500	500	1000
ENSG00000196778	OR52K1	ENST00000641528	OR52K1-201	11	11	+	4488901	4488401	4489400	4488400	4489400	500	500	1000
ENSG00000182791	CCDC87	ENST00000333861	CCDC87-201	11	11	-	66593015	66592516	66593515	66592515	66593515	500	500	1000
ENSG00000248643	RBM14-RBM4	ENST00000412278	RBM14-RBM4-201	11	11	+	66616721	66616221	66617220	66616220	66617220	500	500	1000
ENSG00000197790	OR52M1	ENST00000360213	OR52M1-201	11	11	+	4545191	4544691	4545690	4544690	4545690	500	500	1000
ENSG00000255012	OR5M1	ENST00000641076	OR5M1-201	11	11	-	56613502	56613003	56614002	56613002	56614002	500	500	1000
ENSG00000176925	OR51F2	ENST00000322110	OR51F2-201	11	11	+	4821422	4820922	4821921	4820921	4821921	500	500	1000
ENSG00000284609	OR8B3	ENST00000641139	OR8B3-201	11	11	-	124397351	124396852	124397851	124396851	124397851	500	500	1000
ENSG00000284680	OR8B2	ENST00000641451	OR8B2-201	11	11	-	124383343	124382844	124383843	124382843	124383843	500	500	1000
ENSG00000170683	OR10A3	ENST00000642047	OR10A3-201	11	11	-	7939520	7939021	7940020	7939020	7940020	500	500	1000
ENSG00000170790	OR10A2	ENST00000641461	OR10A2-201	11	11	+	6869755	6869255	6870254	6869254	6870254	500	500	1000
ENSG00000172320	OR5A1	ENST00000641045	OR5A1-201	11	11	+	59443169	59442669	59443668	59442668	59443668	500	500	1000
ENSG00000176893	OR51G2	ENST00000641926	OR51G2-201	11	11	-	4915663	4915164	4916163	4915163	4916163	500	500	1000
ENSG00000176895	OR51A7	ENST00000641490	OR51A7-202	11	11	+	4907370	4906870	4907869	4906869	4907869	500	500	1000
ENSG00000180974	OR52E4	ENST00000641726	OR52E4-201	11	11	+	5884293	5883793	5884792	5883792	5884792	500	500	1000
ENSG00000181698	OR5T1	ENST00000641665	OR5T1-201	11	11	+	56275639	56275139	56276138	56275138	56276138	500	500	1000
ENSG00000184933	OR6A2	ENST00000641196	OR6A2-201	11	11	-	6795708	6795209	6796208	6795208	6796208	500	500	1000
ENSG00000197428	OR51D1	ENST00000641817	OR51D1-202	11	11	+	4639791	4639291	4640290	4639290	4640290	500	500	1000
ENSG00000188124	OR2AG2	ENST00000641124	OR2AG2-201	11	11	-	6768957	6768458	6769457	6768457	6769457	500	500	1000
ENSG00000234560	OR10G8	ENST00000641224	OR10G8-202	11	11	+	124029623	124029123	124030122	124029122	124030122	500	500	1000
ENSG00000205497	OR51A4	ENST00000641898	OR51A4-201	11	11	-	4947100	4946601	4947600	4946600	4947600	500	500	1000
ENSG00000244411	KRTAP5-7	ENST00000398536	KRTAP5-7-201	11	11	+	71527301	71526801	71527800	71526800	71527800	500	500	1000
ENSG00000241233	KRTAP5-8	ENST00000398534	KRTAP5-8-201	11	11	+	71538056	71537556	71538555	71537555	71538555	500	500	1000
ENSG00000254997	KRTAP5-9	ENST00000528743	KRTAP5-9-201	11	11	+	71548658	71548158	71549157	71548157	71549157	500	500	1000
ENSG00000204572	KRTAP5-10	ENST00000398531	KRTAP5-10-201	11	11	+	71565588	71565088	71566087	71565087	71566087	500	500	1000
ENSG00000167822	OR8J3	ENST00000642058	OR8J3-203	11	11	-	56137718	56137219	56138218	56137218	56138218	500	500	1000
ENSG00000254737	OR10G4	ENST00000641722	OR10G4-202	11	11	+	124015575	124015075	124016074	124015074	124016074	500	500	1000
ENSG00000205126	ACCSL	ENST00000378832	ACCSL-201	11	11	+	44048037	44047537	44048536	44047536	44048536	500	500	1000
ENSG00000052850	ALX4	ENST00000652299	ALX4-201	11	11	-	44310062	44309563	44310562	44309562	44310562	500	500	1000
ENSG00000183378	OVCH2	ENST00000533663	OVCH2-201	11	11	-	7706394	7705895	7706894	7705894	7706894	500	500	1000
ENSG00000171014	OR4D5	ENST00000307033	OR4D5-201	11	11	+	123939617	123939117	123940116	123939116	123940116	500	500	1000
ENSG00000186119	OR5D18	ENST00000333976	OR5D18-201	11	11	+	55819630	55819130	55820129	55819129	55820129	500	500	1000
ENSG00000150261	OR8K1	ENST00000279783	OR8K1-201	11	11	+	56346039	56345539	56346538	56345538	56346538	500	500	1000
ENSG00000172154	OR8I2	ENST00000302124	OR8I2-201	11	11	+	56093308	56092808	56093807	56092807	56093807	500	500	1000
ENSG00000172459	OR5AR1	ENST00000624596	OR5AR1-201	11	11	+	56663686	56663186	56664185	56663185	56664185	500	500	1000
ENSG00000181961	OR4A16	ENST00000314721	OR4A16-201	11	11	+	55343201	55342701	55343700	55342700	55343700	500	500	1000
ENSG00000186513	OR9Q2	ENST00000641291	OR9Q2-201	11	11	+	58190491	58189991	58190990	58189990	58190990	500	500	1000
ENSG00000181785	OR5AS1	ENST00000641320	OR5AS1-201	11	11	+	56030419	56029919	56030918	56029918	56030918	500	500	1000
ENSG00000279486	OR2AG1	ENST00000641258	OR2AG1-201	11	11	+	6785038	6784538	6785537	6784537	6785537	500	500	1000
ENSG00000181074	OR52N4	ENST00000641350	OR52N4-201	11	11	+	5754741	5754241	5755240	5754240	5755240	500	500	1000
ENSG00000197849	OR8G1	ENST00000641972	OR8G1-201	11	11	+	124249676	124249176	124250175	124249175	124250175	500	500	1000
ENSG00000181939	OR4C15	ENST00000642128	OR4C15-202	11	11	+	55554469	55553969	55554968	55553968	55554968	500	500	1000
ENSG00000176900	OR51T1	ENST00000322049	OR51T1-201	11	11	+	4881900	4881400	4882399	4881399	4882399	500	500	1000
ENSG00000279116	OR8D2	ENST00000624618	OR8D2-201	11	11	-	124320197	124319698	124320697	124319697	124320697	500	500	1000
ENSG00000254834	OR5M10	ENST00000526538	OR5M10-201	11	11	-	56577721	56577222	56578221	56577221	56578221	500	500	1000
ENSG00000181499	OR6T1	ENST00000321252	OR6T1-201	11	11	-	123943838	123943339	123944338	123943338	123944338	500	500	1000
ENSG00000221931	OR6X1	ENST00000327930	OR6X1-201	11	11	-	123754518	123754019	123755018	123754018	123755018	500	500	1000
ENSG00000170953	OR8B12	ENST00000306842	OR8B12-201	11	11	-	124543654	124543155	124544154	124543154	124544154	500	500	1000
ENSG00000280090	OR8B4	ENST00000356130	OR8B4-201	11	11	-	124424871	124424372	124425371	124424371	124425371	500	500	1000
ENSG00000255223	OR5M11	ENST00000528616	OR5M11-201	11	11	-	56543257	56542758	56543757	56542757	56543757	500	500	1000
ENSG00000196099	OR6M1	ENST00000309154	OR6M1-201	11	11	-	123806349	123805850	123806849	123805849	123806849	500	500	1000
ENSG00000172188	OR4C11	ENST00000641580	OR4C11-201	11	11	-	55604373	55603874	55604873	55603873	55604873	500	500	1000
ENSG00000172377	OR9I1	ENST00000641439	OR9I1-201	11	11	-	58119444	58118945	58119944	58118944	58119944	500	500	1000
ENSG00000198283	OR5B21	ENST00000360374	OR5B21-201	11	11	-	58508105	58507606	58508605	58507605	58508605	500	500	1000
ENSG00000174970	OR10AG1	ENST00000641071	OR10AG1-202	11	11	-	55969907	55969408	55970407	55969407	55970407	500	500	1000
ENSG00000167359	OR51I1	ENST00000380211	OR51I1-201	11	11	-	5441514	5441015	5442014	5441014	5442014	500	500	1000
ENSG00000279012	OR51B2	ENST00000624187	OR51B2-201	11	11	-	5324297	5323798	5324797	5323797	5324797	500	500	1000
ENSG00000181616	OR52H1	ENST00000322653	OR52H1-201	11	11	-	5545505	5545006	5546005	5545005	5546005	500	500	1000
ENSG00000181718	OR5T2	ENST00000641661	OR5T2-201	11	11	-	56233062	56232563	56233562	56232562	56233562	500	500	1000
ENSG00000172464	OR5AP2	ENST00000544374	OR5AP2-201	11	11	-	56642439	56641940	56642939	56641939	56642939	500	500	1000
ENSG00000166884	OR4D6	ENST00000300127	OR4D6-201	11	11	+	59456961	59456461	59457460	59456460	59457460	500	500	1000
ENSG00000261594	TPBGL	ENST00000562197	TPBGL-201	11	11	+	75241050	75240550	75241549	75240549	75241549	500	500	1000
ENSG00000176922	OR51S1	ENST00000322101	OR51S1-201	11	11	-	4849208	4848709	4849708	4848708	4849708	500	500	1000
ENSG00000183303	OR5P2	ENST00000329434	OR5P2-201	11	11	-	7796942	7796443	7797442	7796442	7797442	500	500	1000
ENSG00000283703	VSIG10L2	ENST00000686984	VSIG10L2-204	11	11	+	125946056	125945556	125946555	125945555	125946555	500	500	1000
ENSG00000165923	AGBL2	ENST00000525123	AGBL2-202	11	11	-	47714650	47714151	47715150	47714150	47715150	500	500	1000
ENSG00000241598	KRTAP5-4	ENST00000399682	KRTAP5-4-201	11	11	-	1622093	1621594	1622593	1621593	1622593	500	500	1000
ENSG00000204571	KRTAP5-11	ENST00000398530	KRTAP5-11-201	11	11	-	71582837	71582338	71583337	71582337	71583337	500	500	1000
ENSG00000181693	OR8H1	ENST00000641600	OR8H1-202	11	11	-	56291062	56290563	56291562	56290562	56291562	500	500	1000
ENSG00000134571	MYBPC3	ENST00000545968	MYBPC3-203	11	11	-	47352647	47352148	47353147	47352147	47353147	500	500	1000
ENSG00000205177	C11orf91	ENST00000379011	C11orf91-201	11	11	-	33700740	33700241	33701240	33700240	33701240	500	500	1000
ENSG00000279000	OR10A6	ENST00000641238	OR10A6-202	11	11	-	7928662	7928163	7929162	7928162	7929162	500	500	1000
ENSG00000172362	OR5B12	ENST00000641921	OR5B12-202	11	11	-	58440151	58439652	58440651	58439651	58440651	500	500	1000
ENSG00000176742	OR51V1	ENST00000641270	OR51V1-201	11	11	-	5200682	5200183	5201182	5200182	5201182	500	500	1000
ENSG00000280314	OR8K3	ENST00000641662	OR8K3-202	11	11	+	56318307	56317807	56318806	56317806	56318806	500	500	1000
ENSG00000134817	APLNR	ENST00000606794	APLNR-202	11	11	-	57237004	57236505	57237504	57236504	57237504	500	500	1000
ENSG00000182334	OR5P3	ENST00000641167	OR5P3-201	11	11	-	7825972	7825473	7826472	7825472	7826472	500	500	1000
ENSG00000110777	POU2AF1	ENST00000393067	POU2AF1-201	11	11	-	111379177	111378678	111379677	111378677	111379677	500	500	1000
ENSG00000179057	IGSF22	ENST00000513874	IGSF22-205	11	11	-	18724236	18723737	18724736	18723736	18724736	500	500	1000
ENSG00000183695	MRGPRX2	ENST00000329773	MRGPRX2-201	11	11	-	19056402	19055903	19056902	19055902	19056902	500	500	1000
ENSG00000170255	MRGPRX1	ENST00000526914	MRGPRX1-202	11	11	-	18934784	18934285	18935284	18934284	18935284	500	500	1000
ENSG00000172489	OR5T3	ENST00000313033	OR5T3-201	11	11	+	56252254	56251754	56252753	56251753	56252753	500	500	1000
ENSG00000277932	OR52E5	ENST00000610445	OR52E5-201	11	11	+	5900777	5900277	5901276	5900276	5901276	500	500	1000
ENSG00000176009	ASCL3	ENST00000531618	ASCL3-201	11	11	-	8938161	8937662	8938661	8937661	8938661	500	500	1000
ENSG00000280021	OR51F1	ENST00000624103	OR51F1-201	11	11	-	4769938	4769439	4770438	4769438	4770438	500	500	1000
ENSG00000173456	RNF26	ENST00000311413	RNF26-201	11	11	+	119335123	119334623	119335622	119334622	119335622	500	500	1000
ENSG00000182261	NLRP10	ENST00000691676	NLRP10-202	11	11	-	7963495	7962996	7963995	7962995	7963995	500	500	1000
ENSG00000129965	INS-IGF2	ENST00000397270	INS-IGF2-202	11	11	-	2160971	2160472	2161471	2160471	2161471	500	500	1000
ENSG00000285827		ENST00000648261		11	11	+	118472390	118471890	118472889	118471889	118472889	500	500	1000
ENSG00000174276	ZNHIT2	ENST00000310597	ZNHIT2-201	11	11	-	65117653	65117154	65118153	65117153	65118153	500	500	1000
ENSG00000233802	TRIM49D2	ENST00000623787	TRIM49D2-202	11	11	+	89926762	89926262	89927261	89926261	89927261	500	500	1000
ENSG00000204449	TRIM49C	ENST00000448984	TRIM49C-201	11	11	+	90035212	90034712	90035711	90034711	90035711	500	500	1000
ENSG00000204450	TRIM64	ENST00000533122	TRIM64-201	11	11	+	89968504	89968004	89969003	89968003	89969003	500	500	1000
ENSG00000255245	FXYD6-FXYD2	ENST00000614497	FXYD6-FXYD2-202	11	11	-	117842776	117842277	117843276	117842276	117843276	500	500	1000
ENSG00000196371	FUT4	ENST00000358752	FUT4-201	11	11	+	94544134	94543634	94544633	94543633	94544633	500	500	1000
ENSG00000228607	CLDN25	ENST00000453129	CLDN25-201	11	11	+	113779796	113779296	113780295	113779295	113780295	500	500	1000
ENSG00000181273	OR5AK2	ENST00000326855	OR5AK2-201	11	11	+	56988914	56988414	56989413	56988413	56989413	500	500	1000
ENSG00000185940	KRTAP5-5	ENST00000399676	KRTAP5-5-201	11	11	+	1629841	1629341	1630340	1629340	1630340	500	500	1000
ENSG00000235268	KDM4E	ENST00000450979	KDM4E-201	11	11	+	95025558	95025058	95026057	95025057	95026057	500	500	1000
ENSG00000263465	SRSF8	ENST00000587424	SRSF8-201	11	11	+	95067227	95066727	95067726	95066726	95067726	500	500	1000
ENSG00000175097	RAG2	ENST00000311485	RAG2-201	11	11	-	36594168	36593669	36594668	36593668	36594668	500	500	1000
ENSG00000137700	SLC37A4	ENST00000330775	SLC37A4-201	11	11	-	119029369	119028870	119029869	119028869	119029869	500	500	1000
ENSG00000214891	TRIM64C	ENST00000617704	TRIM64C-201	11	11	-	49059112	49058613	49059612	49058612	49059612	500	500	1000
ENSG00000175619	OR4B1	ENST00000309562	OR4B1-201	11	11	+	48216810	48216310	48217309	48216309	48217309	500	500	1000
ENSG00000172208	OR4X2	ENST00000624868	OR4X2-201	11	11	+	48245104	48244604	48245603	48244603	48245603	500	500	1000
ENSG00000176567	OR4X1	ENST00000320048	OR4X1-201	11	11	+	48263861	48263361	48264360	48263360	48264360	500	500	1000
ENSG00000183269	OR52E8	ENST00000537935	OR52E8-201	11	11	-	5857690	5857191	5858190	5857190	5858190	500	500	1000
ENSG00000197309	OR10D3	ENST00000641351	OR10D3-202	11	11	+	124185270	124184770	124185769	124184769	124185769	500	500	1000
ENSG00000181958	OR4A15	ENST00000641526	OR4A15-201	11	11	+	55367974	55367474	55368473	55367473	55368473	500	500	1000
ENSG00000186886	OR5D3	ENST00000641440	OR5D3-201	11	11	+	55724026	55723526	55724525	55723525	55724525	500	500	1000
ENSG00000167355	OR51B5	ENST00000300773	OR51B5-201	11	11	-	5343524	5343025	5344024	5343024	5344024	500	500	1000
ENSG00000196248	OR10S1	ENST00000641123	OR10S1-201	11	11	-	123977664	123977165	123978164	123977164	123978164	500	500	1000
ENSG00000189431	RASSF10	ENST00000529419	RASSF10-201	11	11	+	13009577	13009077	13010076	13009076	13010076	500	500	1000
ENSG00000187479	C11orf96	ENST00000617612	C11orf96-201	11	11	+	43942905	43942405	43943404	43942404	43943404	500	500	1000
ENSG00000259571	BLID	ENST00000560104	BLID-201	11	11	-	122115922	122115423	122116422	122115422	122116422	500	500	1000
ENSG00000284969		ENST00000534312		11	11	-	33722445	33721946	33722945	33721945	33722945	500	500	1000
ENSG00000255307	OR52B2	ENST00000530810	OR52B2-201	11	11	-	6170326	6169827	6170826	6169826	6170826	500	500	1000
ENSG00000180878	C11orf42	ENST00000316375	C11orf42-201	11	11	+	6205616	6205116	6206115	6205115	6206115	500	500	1000
ENSG00000237388	OR4A47	ENST00000446524	OR4A47-201	11	11	+	48488793	48488293	48489292	48488292	48489292	500	500	1000
ENSG00000172689	MS4A10	ENST00000308287	MS4A10-201	11	11	+	60790336	60789836	60790835	60789835	60790835	500	500	1000
ENSG00000221932	HEPN1	ENST00000408930	HEPN1-201	11	11	+	124919751	124919251	124920250	124919250	124920250	500	500	1000
ENSG00000283268	TEX54	ENST00000636508	TEX54-201	11	11	-	62832750	62832251	62833250	62832250	62833250	500	500	1000
ENSG00000176555	OR4S1	ENST00000319988	OR4S1-201	11	11	+	48306223	48305723	48306722	48305722	48306722	500	500	1000
ENSG00000176547	OR4C3	ENST00000319856	OR4C3-201	11	11	+	48325022	48324522	48325521	48324521	48325521	500	500	1000
ENSG00000176540	OR4C5	ENST00000319813	OR4C5-201	11	11	-	48366465	48365966	48366965	48365965	48366965	500	500	1000
ENSG00000214782	MS4A18	ENST00000529108	MS4A18-201	11	11	+	60729316	60728816	60729815	60728815	60729815	500	500	1000
ENSG00000232268	OR52I1	ENST00000530443	OR52I1-201	11	11	+	4594039	4593539	4594538	4593538	4594538	500	500	1000
ENSG00000188691	OR56A5	ENST00000532411	OR56A5-201	11	11	-	5968494	5967995	5968994	5967994	5968994	500	500	1000
ENSG00000221954	OR4C12	ENST00000335238	OR4C12-201	11	11	-	49982501	49982002	49983001	49982001	49983001	500	500	1000
ENSG00000284018	SSU72L5	ENST00000639584	SSU72L5-201	11	11	+	4233288	4232788	4233787	4232787	4233787	500	500	1000
ENSG00000284306	SSU72L2	ENST00000640805	SSU72L2-201	11	11	-	4242640	4242141	4243140	4242140	4243140	500	500	1000
ENSG00000283873	SSU72L4	ENST00000638166	SSU72L4-201	11	11	-	4288083	4287584	4288583	4287583	4288583	500	500	1000
ENSG00000284546	SSU72L3	ENST00000640302	SSU72L3-201	11	11	+	4329865	4329365	4330364	4329364	4330364	500	500	1000
ENSG00000284438	SSU72L1	ENST00000524542	SSU72L1-201	11	11	-	4339244	4338745	4339744	4338744	4339744	500	500	1000
ENSG00000221996	OR52B4	ENST00000624801	OR52B4-201	11	11	-	4368295	4367796	4368795	4367795	4368795	500	500	1000
ENSG00000137674	MMP20	ENST00000260228	MMP20-201	11	11	-	102625319	102624820	102625819	102624819	102625819	500	500	1000
ENSG00000197887	OR1S2	ENST00000641683	OR1S2-201	11	11	-	58204142	58203643	58204642	58203642	58204642	500	500	1000
ENSG00000280204	OR1S1	ENST00000641544	OR1S1-201	11	11	+	58214784	58214284	58215283	58214283	58215283	500	500	1000
ENSG00000226288	OR52I2	ENST00000641896	OR52I2-202	11	11	+	4586891	4586391	4587390	4586390	4587390	500	500	1000
ENSG00000181927	OR4P4	ENST00000641760	OR4P4-201	11	11	+	55638358	55637858	55638857	55637857	55638857	500	500	1000
ENSG00000171561	OR2AT4	ENST00000641504	OR2AT4-202	11	11	-	75089713	75089214	75090213	75089213	75090213	500	500	1000
ENSG00000284922	LRTOMT	ENST00000307198	LRTOMT-201	11	11	+	72095063	72094563	72095562	72094562	72095562	500	500	1000
ENSG00000279051	OR6Q1	ENST00000302622	OR6Q1-201	11	11	+	58030953	58030453	58031452	58030452	58031452	500	500	1000
ENSG00000188909	BSX	ENST00000343035	BSX-201	11	11	-	122981671	122981172	122982171	122981171	122982171	500	500	1000
ENSG00000293685		ENST00000718236		11	11	-	804419	803920	804919	803919	804919	500	500	1000
ENSG00000168515	SCGB1D1	ENST00000306238	SCGB1D1-201	11	11	+	62190285	62189785	62190784	62189784	62190784	500	500	1000
ENSG00000110484	SCGB2A2	ENST00000227918	SCGB2A2-201	11	11	+	62270217	62269717	62270716	62269716	62270716	500	500	1000
ENSG00000197745	SCGB1D4	ENST00000358585	SCGB1D4-201	11	11	-	62299010	62298511	62299510	62298510	62299510	500	500	1000
ENSG00000165970	SLC6A5	ENST00000525748	SLC6A5-202	11	11	+	20599673	20599173	20600172	20599172	20600172	500	500	1000
ENSG00000137504	CREBZF	ENST00000527447	CREBZF-204	11	11	-	85664875	85664376	85665375	85664375	85665375	500	500	1000
ENSG00000255855	KDM4F	ENST00000711328	KDM4F-202	11	11	+	95049422	95048922	95049921	95048921	95049921	500	500	1000
ENSG00000134812	CBLIF	ENST00000257248	CBLIF-201	11	11	-	59845453	59844954	59845953	59844953	59845953	500	500	1000
ENSG00000134827	TCN1	ENST00000257264	TCN1-201	11	11	-	59866470	59865971	59866970	59865970	59866970	500	500	1000
ENSG00000285231	OOSP3	ENST00000646438	OOSP3-201	11	11	+	59878809	59878309	59879308	59878308	59879308	500	500	1000
