gene_id	gene_name	gene_biotype	transcript_id	transcript_name	transcript_biotype	chromosome	start	end	strand	is_ensembl_canonical	tags
ENSG00000121377	TAS2R7	protein_coding	ENST00000240687	TAS2R7-201	protein_coding	12	10801532	10802627	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000121314	TAS2R8	protein_coding	ENST00000240615	TAS2R8-201	protein_coding	12	10806051	10807286	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000121381	TAS2R9	protein_coding	ENST00000240691	TAS2R9-201	protein_coding	12	10809094	10810168	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000212128	TAS2R13	protein_coding	ENST00000390677	TAS2R13-201	protein_coding	12	10907926	10909562	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000123407	HOXC12	protein_coding	ENST00000243103	HOXC12-201	protein_coding	12	53954903	53958956	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000174527	MYO1H	protein_coding	ENST00000310903	MYO1H-201	protein_coding	12	109347900	109448379	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000284723	OR8S1	protein_coding	ENST00000641651	OR8S1-201	protein_coding	12	48525632	48526570	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000283536		protein_coding	ENST00000635789		protein_coding	12	53241900	53242722	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000198678	OR5BS1	protein_coding	ENST00000328207	OR5BS1-201	protein_coding	12	48559882	48562956	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000121318	TAS2R10	protein_coding	ENST00000240619	TAS2R10-201	protein_coding	12	10825219	10826358	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000273049		protein_coding	ENST00000513209		protein_coding	12	53985845	54034888	+	1	cds_start_NF,mRNA_start_NF,gencode_basic,gencode_primary,Ensembl_canonical
ENSG00000212127	TAS2R14	protein_coding	ENST00000537503	TAS2R14-202	protein_coding	12	10937410	10939263	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000212126	TAS2R50	protein_coding	ENST00000506868	TAS2R50-201	protein_coding	12	10985913	10986912	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000255837	TAS2R20	protein_coding	ENST00000538986	TAS2R20-201	protein_coding	12	10995961	10998304	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000212124	TAS2R19	protein_coding	ENST00000390673	TAS2R19-201	protein_coding	12	11021619	11022620	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000256436	TAS2R31	protein_coding	ENST00000390675	TAS2R31-201	protein_coding	12	11030387	11031407	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000226761	TAS2R46	protein_coding	ENST00000533467	TAS2R46-201	protein_coding	12	11061365	11062294	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000255374	TAS2R43	protein_coding	ENST00000531678	TAS2R43-201	protein_coding	12	11091287	11092313	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000256188	TAS2R30	protein_coding	ENST00000539585	TAS2R30-201	protein_coding	12	11132958	11134644	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000289766		protein_coding	ENST00000699336		protein_coding	12	13088784	13103484	-	1	gencode_basic,gencode_primary,Ensembl_canonical
ENSG00000183395	PMCH	protein_coding	ENST00000329406	PMCH-201	protein_coding	12	102196459	102197833	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000259075	POC1B-GALNT4	protein_coding	ENST00000548729	POC1B-GALNT4-202	protein_coding	12	89519408	89526198	-	1	gencode_basic,gencode_primary,Ensembl_canonical
ENSG00000257594	GALNT4	protein_coding	ENST00000529983	GALNT4-201	protein_coding	12	89519412	89524796	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000111432	FZD10	protein_coding	ENST00000229030	FZD10-201	protein_coding	12	130162464	130165740	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000177875	CCDC184	protein_coding	ENST00000316554	CCDC184-201	protein_coding	12	48183644	48185926	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000172640	OR10AD1	protein_coding	ENST00000310248	OR10AD1-201	protein_coding	12	48202339	48203292	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000187166	H1-7	protein_coding	ENST00000335017	H1-7-201	protein_coding	12	48328980	48330279	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000257767		protein_coding	ENST00000546840		protein_coding	12	111753890	111791418	+	1	cds_end_NF,cds_start_NF,mRNA_end_NF,mRNA_start_NF,gencode_basic,gencode_primary,Ensembl_canonical
ENSG00000292259		protein_coding	ENST00000710384		protein_coding	12	111842237	111842368	+	1	cds_end_NF,mRNA_end_NF,gencode_basic,gencode_primary,Ensembl_canonical
ENSG00000288623		protein_coding	ENST00000675818		protein_coding	12	120534697	120534957	+	1	gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000285133		protein_coding	ENST00000642841		protein_coding	12	57517712	57520480	-	1	gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000293563		protein_coding	ENST00000713643		protein_coding	12	13980068	13980895	-	1	gencode_basic,gencode_primary,Ensembl_canonical
ENSG00000172551	MUCL1	protein_coding	ENST00000308796	MUCL1-201	protein_coding	12	54854516	54858387	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000179919	OR10A7	protein_coding	ENST00000326258	OR10A7-201	protein_coding	12	55221025	55221975	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000205328	OR6C65	protein_coding	ENST00000379665	OR6C65-201	protein_coding	12	55400529	55401467	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000257046	SLCO1B3-SLCO1B7	protein_coding	ENST00000540229	SLCO1B3-SLCO1B7-202	protein_coding	12	20815674	21090245	+	1	gencode_basic,gencode_primary,Ensembl_canonical
ENSG00000255641		protein_coding	ENST00000539033		protein_coding	12	10412312	10436001	-	1	gencode_basic,gencode_primary,Ensembl_canonical
ENSG00000180574	EIF2S3B	protein_coding	ENST00000538173	EIF2S3B-202	protein_coding	12	10505890	10508525	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000253719	ATXN7L3B	protein_coding	ENST00000519948	ATXN7L3B-201	protein_coding	12	74537835	74545430	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000188375	H3-5	protein_coding	ENST00000340398	H3-5-201	protein_coding	12	31791185	31792298	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000111701	APOBEC1	protein_coding	ENST00000229304	APOBEC1-201	protein_coding	12	7649400	7665908	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000205857	NANOGNB	protein_coding	ENST00000382119	NANOGNB-201	protein_coding	12	7765216	7774121	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000276045	ORAI1	protein_coding	ENST00000617316	ORAI1-202	protein_coding	12	121626550	121642040	+	1	gencode_basic,gencode_primary,Ensembl_canonical
ENSG00000284730	TMDD1	protein_coding	ENST00000642069	TMDD1-201	protein_coding	12	51813921	51814925	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000300510		protein_coding	ENST00000850643		protein_coding	12	31749391	31755316	+	1	gencode_basic,gencode_primary,Ensembl_canonical
ENSG00000180219	GARIN6	protein_coding	ENST00000324341	GARIN6-201	protein_coding	12	99647753	99650114	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000284791	SMIM41	protein_coding	ENST00000546390	SMIM41-201	protein_coding	12	52079704	52108255	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000198812	LRRC10	protein_coding	ENST00000361484	LRRC10-201	protein_coding	12	69608564	69610907	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000170605	OR9K2	protein_coding	ENST00000641329	OR9K2-201	protein_coding	12	55126406	55132750	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000111664	GNB3	protein_coding	ENST00000229264	GNB3-201	protein_coding	12	6840925	6847393	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000186136	TAS2R42	protein_coding	ENST00000334266	TAS2R42-201	protein_coding	12	11185993	11186937	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000135517	MIP	protein_coding	ENST00000652304	MIP-204	protein_coding	12	56449502	56454657	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000188596	CFAP54	protein_coding	ENST00000524981	CFAP54-202	protein_coding	12	96489577	96875555	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000135407	AVIL	protein_coding	ENST00000549994	AVIL-207	protein_coding	12	57797380	57818734	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000166111	SVOP	protein_coding	ENST00000610966	SVOP-205	protein_coding	12	108907741	109021068	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000174456	C12orf76	protein_coding	ENST00000615315	C12orf76-208	protein_coding	12	110041177	110048522	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000170627	GTSF1	protein_coding	ENST00000305879	GTSF1-201	protein_coding	12	54455957	54473602	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000111215	PRR4	protein_coding	ENST00000228811	PRR4-201	protein_coding	12	10845849	10849475	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000177938	CAPZA3	protein_coding	ENST00000317658	CAPZA3-201	protein_coding	12	18738119	18739188	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000197992	CLEC9A	protein_coding	ENST00000355819	CLEC9A-201	protein_coding	12	10030682	10066031	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000205352	PRR13	protein_coding	ENST00000429243	PRR13-202	protein_coding	12	53441734	53446638	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000178878	APOLD1	protein_coding	ENST00000356591	APOLD1-202	protein_coding	12	12785659	12791466	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000130037	KCNA5	protein_coding	ENST00000252321	KCNA5-201	protein_coding	12	5043879	5046788	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000139610	CELA1	protein_coding	ENST00000293636	CELA1-201	protein_coding	12	51328442	51346679	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000134283	PPHLN1	protein_coding	ENST00000358314	PPHLN1-204	protein_coding	12	42326167	42442181	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000139549	DHH	protein_coding	ENST00000649637	DHH-201	protein_coding	12	49086656	49094801	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000127720	METTL25	protein_coding	ENST00000248306	METTL25-201	protein_coding	12	82358529	82479239	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000121380	BCL2L14	protein_coding	ENST00000308721	BCL2L14-203	protein_coding	12	12070939	12099695	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000111328	CDK2AP1	protein_coding	ENST00000261692	CDK2AP1-201	protein_coding	12	123260976	123271856	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000180318	ALX1	protein_coding	ENST00000316824	ALX1-201	protein_coding	12	85280220	85301784	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000185163	DDX51	protein_coding	ENST00000397333	DDX51-202	protein_coding	12	132136594	132144319	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000012504	NR1H4	protein_coding	ENST00000392986	NR1H4-203	protein_coding	12	100473866	100564414	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000188906	LRRK2	protein_coding	ENST00000298910	LRRK2-201	protein_coding	12	40224997	40369285	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000139651	ZNF740	protein_coding	ENST00000416904	ZNF740-201	protein_coding	12	53180722	53195142	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000123066	MED13L	protein_coding	ENST00000281928	MED13L-201	protein_coding	12	115958576	116277693	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000229117	RPL41	protein_coding	ENST00000546591	RPL41-204	protein_coding	12	56116633	56117967	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000047621	FERRY3	protein_coding	ENST00000261250	FERRY3-201	protein_coding	12	4487735	4538469	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000127329	PTPRB	protein_coding	ENST00000334414	PTPRB-202	protein_coding	12	70515870	70637429	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000003056	M6PR	protein_coding	ENST00000000412	M6PR-201	protein_coding	12	8940361	8949645	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000135437	RDH5	protein_coding	ENST00000257895	RDH5-201	protein_coding	12	55720393	55724705	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000185306	C12orf56	protein_coding	ENST00000543942	C12orf56-207	protein_coding	12	64264762	64390758	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000111252	SH2B3	protein_coding	ENST00000341259	SH2B3-201	protein_coding	12	111405923	111451623	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000197905	TEAD4	protein_coding	ENST00000359864	TEAD4-202	protein_coding	12	2959397	3040676	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000139644	TMBIM6	protein_coding	ENST00000267115	TMBIM6-201	protein_coding	12	49741557	49764934	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000171681	ATF7IP	protein_coding	ENST00000261168	ATF7IP-201	protein_coding	12	14365682	14502930	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000110921	MVK	protein_coding	ENST00000228510	MVK-201	protein_coding	12	109573794	109598125	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000159403	C1R	protein_coding	ENST00000647956	C1R-214	protein_coding	12	7080219	7092445	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000111775	COX6A1	protein_coding	ENST00000229379	COX6A1-201	protein_coding	12	120438113	120440730	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000123411	IKZF4	protein_coding	ENST00000547167	IKZF4-203	protein_coding	12	56021043	56038435	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000151176	PLBD2	protein_coding	ENST00000280800	PLBD2-201	protein_coding	12	113358587	113391629	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000089009	RPL6	protein_coding	ENST00000202773	RPL6-201	protein_coding	12	112405189	112409605	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000139433	GLTP	protein_coding	ENST00000318348	GLTP-201	protein_coding	12	109850945	109880541	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000111581	NUP107	protein_coding	ENST00000229179	NUP107-201	protein_coding	12	68686978	68745809	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000111404	RERGL	protein_coding	ENST00000538724	RERGL-203	protein_coding	12	18080869	18090193	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000283297	TEX52	protein_coding	ENST00000637658	TEX52-201	protein_coding	12	2849046	2857039	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000136051	WASHC4	protein_coding	ENST00000332180	WASHC4-202	protein_coding	12	105107731	105169130	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000111405	ENDOU	protein_coding	ENST00000422538	ENDOU-202	protein_coding	12	47709734	47725490	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000139344	AMDHD1	protein_coding	ENST00000266736	AMDHD1-201	protein_coding	12	95943331	95968720	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000172602	RND1	protein_coding	ENST00000309739	RND1-201	protein_coding	12	48857145	48865870	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000135392	DNAJC14	protein_coding	ENST00000678005	DNAJC14-205	protein_coding	12	55820985	55829587	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000111644	ACRBP	protein_coding	ENST00000229243	ACRBP-201	protein_coding	12	6638075	6647432	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000196458	ZNF605	protein_coding	ENST00000360187	ZNF605-202	protein_coding	12	132918306	132956306	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000130787	HIP1R	protein_coding	ENST00000253083	HIP1R-201	protein_coding	12	122835457	122862961	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000133639	BTG1	protein_coding	ENST00000256015	BTG1-201	protein_coding	12	92140278	92145846	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000028203	VEZT	protein_coding	ENST00000436874	VEZT-203	protein_coding	12	95217807	95302799	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000139218	SCAF11	protein_coding	ENST00000369367	SCAF11-202	protein_coding	12	45919131	45990574	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000170653	ATF7	protein_coding	ENST00000420353	ATF7-201	protein_coding	12	53512054	53626382	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000111218	PRMT8	protein_coding	ENST00000382622	PRMT8-202	protein_coding	12	3491203	3593973	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000069431	ABCC9	protein_coding	ENST00000261200	ABCC9-201	protein_coding	12	21797389	21941426	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000247077	PGAM5	protein_coding	ENST00000498926	PGAM5-203	protein_coding	12	132710842	132722734	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000025423	HSD17B6	protein_coding	ENST00000322165	HSD17B6-201	protein_coding	12	56763324	56787790	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000111725	PRKAB1	protein_coding	ENST00000229328	PRKAB1-201	protein_coding	12	119668133	119681619	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000176834	VSIG10	protein_coding	ENST00000359236	VSIG10-202	protein_coding	12	118063593	118104011	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000139624	CERS5	protein_coding	ENST00000317551	CERS5-201	protein_coding	12	50129289	50167369	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000198040	ZNF84	protein_coding	ENST00000539354	ZNF84-208	protein_coding	12	133037509	133063299	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000111364	DDX55	protein_coding	ENST00000238146	DDX55-201	protein_coding	12	123602099	123620943	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000075188	NUP37	protein_coding	ENST00000552283	NUP37-209	protein_coding	12	102073103	102120114	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000110906	KCTD10	protein_coding	ENST00000228495	KCTD10-201	protein_coding	12	109448655	109477300	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000161813	LARP4	protein_coding	ENST00000398473	LARP4-203	protein_coding	12	50400885	50480004	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000135424	ITGA7	protein_coding	ENST00000257879	ITGA7-201	protein_coding	12	55684568	55707904	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000082805	ERC1	protein_coding	ENST00000360905	ERC1-203	protein_coding	12	991223	1495931	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000183955	KMT5A	protein_coding	ENST00000402868	KMT5A-201	protein_coding	12	123384132	123409353	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000139144	PIK3C2G	protein_coding	ENST00000538779	PIK3C2G-205	protein_coding	12	18261518	18648416	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000111339	ART4	protein_coding	ENST00000228936	ART4-201	protein_coding	12	14825569	14843526	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000150991	UBC	protein_coding	ENST00000339647	UBC-201	protein_coding	12	124911646	124914650	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000123064	DDX54	protein_coding	ENST00000306014	DDX54-201	protein_coding	12	113157173	113185478	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000256223	ZNF10	protein_coding	ENST00000248211	ZNF10-201	protein_coding	12	133130627	133159465	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000139200	PIANP	protein_coding	ENST00000534837	PIANP-202	protein_coding	12	6693791	6700815	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000050405	LIMA1	protein_coding	ENST00000341247	LIMA1-201	protein_coding	12	50175788	50283520	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000139131	YARS2	protein_coding	ENST00000324868	YARS2-201	protein_coding	12	32746544	32755897	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000081760	AACS	protein_coding	ENST00000316519	AACS-201	protein_coding	12	125065435	125143316	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000111540	RAB5B	protein_coding	ENST00000360299	RAB5B-201	protein_coding	12	55974078	55996683	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000111596	CNOT2	protein_coding	ENST00000229195	CNOT2-201	protein_coding	12	70243433	70354993	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000010295	IFFO1	protein_coding	ENST00000619571	IFFO1-210	protein_coding	12	6539539	6556042	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000184967	NOC4L	protein_coding	ENST00000330579	NOC4L-201	protein_coding	12	132144457	132152468	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000139151	PLCZ1	protein_coding	ENST00000266505	PLCZ1-201	protein_coding	12	18683180	18738012	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000170581	STAT2	protein_coding	ENST00000314128	STAT2-201	protein_coding	12	56341597	56360107	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000166532	RIMKLB	protein_coding	ENST00000535829	RIMKLB-205	protein_coding	12	8697991	8777191	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000173262	SLC2A14	protein_coding	ENST00000431042	SLC2A14-203	protein_coding	12	7812514	7872915	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000179520	SLC17A8	protein_coding	ENST00000323346	SLC17A8-201	protein_coding	12	100357074	100422055	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000111641	NOP2	protein_coding	ENST00000322166	NOP2-201	protein_coding	12	6556871	6568291	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000135486	HNRNPA1	protein_coding	ENST00000340913	HNRNPA1-202	protein_coding	12	54280726	54287087	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000135439	AGAP2	protein_coding	ENST00000547588	AGAP2-203	protein_coding	12	57725197	57738742	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000139547	RDH16	protein_coding	ENST00000398138	RDH16-202	protein_coding	12	56951431	56957608	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000171435	KSR2	protein_coding	ENST00000339824	KSR2-201	protein_coding	12	117453012	117968990	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000139192	TAPBPL	protein_coding	ENST00000266556	TAPBPL-201	protein_coding	12	6452042	6462316	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000126746	ZNF384	protein_coding	ENST00000683879	ZNF384-217	protein_coding	12	6666477	6689375	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000151229	SLC2A13	protein_coding	ENST00000280871	SLC2A13-201	protein_coding	12	39755025	40106081	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000111711	GOLT1B	protein_coding	ENST00000229314	GOLT1B-201	protein_coding	12	21501789	21518408	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000139053	PDE6H	protein_coding	ENST00000266395	PDE6H-201	protein_coding	12	14973042	14981865	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000151239	TWF1	protein_coding	ENST00000395510	TWF1-201	protein_coding	12	43793723	43806317	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
